STOP_FRISK_DATE,Stop Frisk Time,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_PREMISES_NAME,STOP_LOCATION_STREET_NAME,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG
3/22/2018,21:15:00,2018,March,Thursday,Based on Self Initiated,APP,POM,801,SGT,801,Y,I,H,Housing,1,CRIMINAL TRESPASS,9,Y,,N,Y,CRIMINAL TRESPASS,N,,Y,,,,N,Y,1012666,176373,,PBBS,BROOKLYN,,,,,,,Y,,,,,,,,,,Y,,,,,Y,,,DE,CALM,54,MALE,BLACK,5.9,190,MED,BRO,BLD,,69,A,,10512 FARRAGUT ROAD,,FARRAGUT ROAD,N,,,,N
3/22/2018,22:29:00,2018,March,Thursday,Based on Self Initiated,APP,POM,71,SGT,71,Y,O,,,2,CPW,5,Y,,N,N,,N,,N,,S,,Y,Y,994673,180873,,PBBS,BROOKLYN,,,,,Y,,,,,,,,,,,,Y,,,,Y,,,Y,DE,NERVOUS,27,MALE,BLACK,5.1,170,THN,BRO,BLK,,71,C,,EMPIRE BOULEVARD && FLATBUSH AVENUE,,EMPIRE BOULEVARD,N,,,,N
3/22/2018,20:15:00,2018,March,Thursday,Based on Self Initiated,APP,POM,802,SGT,802,Y,I,H,Housing,1,CRIMINAL POSSESSION OF MARIHUANA,5,Y,,N,N,,N,,N,,S,V,N,N,1001333,185368,,PBBN,BROOKLYN,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,CALM,26,MALE,BLACK,5.8,170,MED,BRO,BLK,BLACK HOODIE,77,C,,1400 BERGEN STREET,,BERGEN STREET,N,,,,N
3/22/2018,20:17:00,2018,March,Thursday,Based on Radio Run,APP,POM,79,SGT,79,Y,I,P,PSB,1,CRIMINAL TRESPASS,5,Y,,N,N,,N,,Y,,,,N,N,1001399,192817,,PBBN,BROOKLYN,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,CALM AND COOPERATIVE,36,MALE,BLACK HISPANIC,5.1,140,THN,BRO,BLK,,79,D,,331 VERNON AVENUE,,VERNON AVENUE,N,,,,N
3/22/2018,22:50:00,2018,March,Thursday,Based on Self Initiated,APP,POM,79,SGT,79,Y,,,,1,CPW,5,Y,,N,Y,CPW,N,,N,,,V,Y,Y,999151,187101,,PBBN,BROOKLYN,,,,,,,Y,,,,,Y,,,,,,,,,,Y,,,DE,COOPERTIVE,40,MALE,BLACK,5.8,170,MED,BRO,BLK,,79,A,,FULTON STREET && MARCY AVENUE,,FULTON STREET,N,,,Y,Y
3/22/2018,18:00:00,2018,March,Thursday,Based on Self Initiated,APP,POM,94,SGT,94,Y,I,H,Housing,1,CRIMINAL TRESPASS,5,Y,,N,Y,CRIMINAL TRESPASS,N,,Y,,,,N,N,1001750,200831,,PBBN,BROOKLYN,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,NERVOUS,33,FEMALE,BLACK,5.5,130,THN,BRO,BRO,"BLACK HOODED JACKET, BLACK SKULL CAP",94,B,,401 MORGAN AVENUE,,MORGAN AVENUE,N,,,,N
3/22/2018,22:02:00,2018,March,Thursday,Based on Radio Run,APP,POM,104,SGT,104,Y,,,,1,CPW,10,Y,,N,N,,N,,N,,S,V,Y,N,1012081,193890,,PBQN,QUEENS,,,Y,,,,Y,,Y,,Y,Y,Y,,,,,,,,,,,,DE,AGITATED/AGGRESIVE,38,MALE,BLACK HISPANIC,6.1,180,THN,BRO,BLK,GOLD TEETH,104,B,,1817 NORMAN STREET,,NORMAN STREET,N,,,,N
3/23/2018,17:30:00,2018,March,Friday,Based on C/W on Scene,APP,POF,14,SGT,14,Y,,P,PSB,1,GRAND LARCENY,5,Y,,N,N,,N,,Y,,,,N,N,990600,202412,,PBMS,MANHATTAN,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,51,MALE,BLACK HISPANIC,5.1,190,MED,BRO,BLK,UNKNOWN,9,A,,69 AVENUE D,,AVENUE D,N,,,,N
3/23/2018,1:00:00,2018,March,Friday,Based on Self Initiated,APP,POM,10,SGT,10,Y,O,,,2,GRAND LARCENY,5,Y,,N,N,,N,,N,,S,V,N,N,986714,215362,,PBMS,MANHATTAN,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,NERVOUS,49,MALE,WHITE,6,180,MED,GRN,BRO,"BLACK JACKET WITH RED AND ORANGE LINING, BLUE JEANS, GLASSES",14,H,,345 WEST 42 STREET,,WEST 42 STREET,N,,,,N
3/23/2018,0:37:00,2018,March,Friday,Based on C/W on Scene,APP,POM,14,SGT,14,Y,S,P,PSB,1,CPW,5,Y,,N,N,,N,,Y,,,,N,Y,987605,214252,,PBMS,MANHATTAN,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,DE,CALM,31,MALE,WHITE HISPANIC,5.7,175,THN,BRO,BLN,BEARD,14,G,,7 AVENUE && WEST 40 STREET,,7 AVENUE,N,,Y,,Y
3/23/2018,5:15:00,2018,March,Friday,Based on Radio Run,APP,POM,20,SGT,20,Y,I,P,PSB,0,PETIT LARCENY,5,Y,,N,N,,N,,Y,,,,N,N,989190,220182,,PBMN,MANHATTAN,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,AGITATED,42,MALE,BLACK,5.9,170,MED,BRO,BLK,,20,A,,1889 BROADWAY,,BROADWAY,N,,,,N
3/23/2018,21:30:00,2018,March,Friday,Based on C/W on Scene,APP,POM,20,SGT,20,Y,O,,,1,PETIT LARCENY,5,Y,,N,Y,PETIT LARCENY,N,,Y,,,,N,Y,989208,222872,,PBMN,MANHATTAN,,,Y,,,,Y,,,,,,Y,,,,,Y,,,,Y,,,DE,CALM,46,MALE,BLACK,6.2,230,MED,BRO,BLK,,20,D,,2069 BROADWAY,,BROADWAY,Y,,,,N
3/23/2018,22:20:00,2018,March,Friday,Based on Self Initiated,APP,POM,23,SGT,23,Y,,P,PSB,5,CRIMINAL POSSESSION OF FORGED INSTRUMENT,10,Y,,Y,N,,N,,N,,S,,Y,N,1001995,229037,,PBMN,MANHATTAN,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,COOPERATVIE,26,MALE,BLACK,5.6,220,HEA,BRO,BLK,RED SWEAT SUIT,23,D,,EAST 115 STREET && 1 AVENUE,,EAST 115 STREET,N,,,,N
3/23/2018,14:32:00,2018,March,Friday,Based on C/W on Scene,APP,POM,23,SGT,23,Y,I,P,PSB,1,CRIMINAL TRESPASS,12,Y,,Y,N,,N,,Y,,,,N,N,999097,228258,,PBMN,MANHATTAN,,,,,,,Y,,,,Y,,,,,,Y,,,,,,,,DE,CALM,15,MALE,BLACK HISPANIC,5.7,150,THN,BRO,BLK,,23,B,4 FL,127 EAST 107 STREET,,EAST 107 STREET,N,,,,N
3/23/2018,14:32:00,2018,March,Friday,Based on C/W on Scene,APP,POM,23,SGT,23,Y,I,P,PSB,1,CRIMINAL TRESPASS,12,Y,,Y,N,,N,,Y,,,,N,N,999097,228258,,PBMN,MANHATTAN,,,,,,,Y,,,,Y,,,,,,Y,,,,,,,,DE,CALM,15,MALE,BLACK HISPANIC,5.8,190,HEA,BRO,BLK,,23,B,4,127 EAST 107 STREET,,EAST 107 STREET,N,,,,N
3/23/2018,22:20:00,2018,March,Friday,Based on Self Initiated,APP,POM,23,SGT,23,Y,,P,PSB,5,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,10,Y,,Y,N,,N,,N,,S,V,Y,N,1001995,229037,,PBMN,MANHATTAN,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,34,MALE,BLACK,5.8,180,THN,BRO,BLK,,23,D,,EAST 115 STREET && 1 AVENUE,,EAST 115 STREET,N,,,,N
3/23/2018,20:15:00,2018,March,Friday,Based on Radio Run,APP,POM,25,SGT,25,Y,O,P,PSB,5,MENACING,5,Y,,N,Y,MENACING,N,,Y,,,,Y,N,1000700,230764,,PBMN,MANHATTAN,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,ANNOYED,,FEMALE,BLACK,5.5,250,,BRO,BLK,,25,B,,1900 LEXINGTON AVENUE,,LEXINGTON AVENUE,N,,,,N
3/23/2018,22:18:00,2018,March,Friday,Based on Self Initiated,APP,POF,25,SGT,25,Y,O,,,1,CRIMINAL POSSESSION OF MARIHUANA,18,Y,,Y,N,,N,,Y,,,,Y,N,1002048,235320,,PBMN,MANHATTAN,,,Y,,,,Y,,,,,,,,,,Y,,,,,,,,DE,CALM,25,MALE,BLACK,5.8,150,THN,BRO,BLK,,25,C,,2170 MADISON AVENUE,,MADISON AVENUE,N,,,,N
3/23/2018,22:17:00,2018,March,Friday,Based on Self Initiated,APP,POM,25,SGT,25,Y,O,P,PSB,1,CRIMINAL POSSESSION OF MARIHUANA,18,Y,,Y,N,,N,,Y,,,,N,Y,1002048,235320,,PBMN,MANHATTAN,,,Y,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,28,FEMALE,BLACK,5.7,150,MED,BRO,BLK,,25,C,,2170 MADISON AVENUE,,MADISON AVENUE,N,,,,N
3/23/2018,15:50:00,2018,March,Friday,Based on Self Initiated,APP,POM,807,SGT,807,Y,,P,PSB,1,CPW,1,Y,,N,N,,N,,N,,S,V,Y,N,1011075,245555,,PBBX,BRONX,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,"CALM, UNDERSTANDING",15,MALE,WHITE HISPANIC,5.8,140,THN,BRO,BLK,,42,A,,PARK AVENUE && EAST 172 STREET,,PARK AVENUE,N,,,,N
3/23/2018,9:20:00,2018,March,Friday,Based on Radio Run,APP,POM,43,SGT,43,Y,O,A,Trespass Affifavit Program,1,CPW,5,Y,,Y,N,,N,,Y,,,,Y,N,1018627,241820,,PBBX,BRONX,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,NERVOUS,19,MALE,BLACK HISPANIC,5.9,150,THN,BRO,BRO,,43,C,,1245 STRATFORD AVENUE,,STRATFORD AVENUE,N,,,,N
3/23/2018,9:20:00,2018,March,Friday,Based on Radio Run,APP,POM,43,SGT,43,Y,O,A,Trespass Affifavit Program,1,CPW,5,Y,,Y,N,,N,,Y,,,,Y,N,1018627,241820,,PBBX,BRONX,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,NERVOUS,18,MALE,WHITE HISPANIC,5.8,150,MED,BRO,BRO,,43,C,,1245 STRATFORD AVENUE,,STRATFORD AVENUE,N,,,,N
3/23/2018,9:20:00,2018,March,Friday,Based on Radio Run,APP,POM,43,SGT,43,Y,O,A,Trespass Affifavit Program,1,CPW,5,Y,,Y,N,,N,,Y,,,,N,N,1018627,241820,,PBBX,BRONX,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,NERVOUS,17,FEMALE,WHITE HISPANIC,5.5,115,THN,BRO,BLK,,43,C,,1245 STRATFORD AVENUE,,STRATFORD AVENUE,N,,,,N
3/23/2018,20:20:00,2018,March,Friday,Based on Radio Run,APP,POM,808,SGT,808,N,I,H,Housing,5,CPW,5,Y,,Y,N,,N,,Y,,,,Y,N,1019996,240194,,PBBX,BRONX,,,,,,,Y,,,,,Y,,,,,,Y,,,,,,,DE,NORMAL,22,MALE,BLACK,5.6,180,MED,BRO,BLK,,43,D,2,1040 SOUND VIEW AVENUE,,SOUND VIEW AVENUE,N,,,,N
3/23/2018,20:20:00,2018,March,Friday,Based on Radio Run,APP,POM,808,SGT,808,N,,H,Housing,5,CPW,5,Y,,Y,N,,N,,Y,,,,Y,N,1019996,240194,,PBBX,BRONX,,,,,,,Y,,,,,Y,,,,,,Y,,,,,,,DE,NORMAL,17,MALE,BLACK,5.6,150,MED,BLK,BLK,,43,D,2D,1040 SOUND VIEW AVENUE,,SOUND VIEW AVENUE,N,,,,N
3/23/2018,21:30:00,2018,March,Friday,Based on Self Initiated,APP,POM,46,SGT,46,Y,,,,1,CPW,2,Y,,N,N,,N,,N,,S,V,Y,Y,1010132,249785,,PBBX,BRONX,,,,,,,Y,,Y,,,Y,,,,,,,,,Y,,,Y,DE,NERVOUS,24,MALE,BLACK,5.9,180,THN,BLK,BRO,,46,A,,2011 MORRIS AVENUE,,MORRIS AVENUE,N,,,,N
3/23/2018,18:34:00,2018,March,Friday,Based on Self Initiated,APP,POM,48,SGT,48,Y,,P,PSB,10,CRIMINAL TRESPASS,10,Y,,N,Y,OTHER,Y,"TRESPASS, CRIMINAL 4",Y,,,,N,Y,1016246,250583,,PBBX,BRONX,,,,,,,Y,,,,,,,,,,Y,,,,,Y,,,DE,CALM,17,MALE,BLACK HISPANIC,5.9,160,MED,BLK,BLK,TATTOO ABOVE LEFT EYE.,48,A,,2407 BEAUMONT AVENUE,,BEAUMONT AVENUE,Y,,,,N
3/23/2018,20:18:00,2018,March,Friday,Based on Self Initiated,APP,POM,48,SGT,48,Y,O,P,PSB,1,CPW,2,Y,,N,Y,CPW,N,,Y,,,,Y,Y,1015044,247062,,PBBX,BRONX,,,,,,,Y,,,,,Y,,,,,,,Y,,,,,,,,23,MALE,WHITE HISPANIC,6,175,THN,BRO,BRO,,48,C,,1977 PROSPECT AVENUE,,PROSPECT AVENUE,N,,Y,,Y
3/23/2018,16:00:00,2018,March,Friday,Based on Radio Run,APP,POM,48,LT,48,Y,O,,,1,CPW,15,Y,,Y,N,,N,,Y,,,,Y,N,1014137,248169,,PBBX,BRONX,,,,,,,Y,,Y,,,Y,Y,,,,,Y,,,,,,,DE,UPSET,19,MALE,WHITE HISPANIC,5.1,,THN,BRO,BLK,UNKNOWN,48,C,,615 EAST 179 STREET,,EAST 179 STREET,N,,,,N
3/23/2018,16:00:00,2018,March,Friday,Based on Radio Run,APP,POM,48,LT,48,Y,,,,1,CPW,15,Y,,Y,N,,N,,Y,,,,Y,N,1014137,248169,,PBBX,BRONX,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,DE,UPSET,20,MALE,WHITE HISPANIC,5.9,140,MED,BRO,BLK,UNKNOWN,48,C,,615 EAST 179 STREET,,EAST 179 STREET,N,,,,N
3/23/2018,16:00:00,2018,March,Friday,Based on Radio Run,APP,POM,48,LT,48,Y,,,,1,CPW,15,Y,,Y,N,,N,,Y,,,,Y,N,1014137,248169,,PBBX,BRONX,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,DE,COOPERATIVE,19,MALE,WHITE HISPANIC,5.1,145,THN,BRO,BLK,UNKNOWN,48,C,,615 EAST 179 STREET,,EAST 179 STREET,N,,,,N
3/23/2018,4:25:00,2018,March,Friday,Based on C/W on Scene,APP,POM,68,SGT,68,Y,,,,30,ROBBERY,2,Y,,N,N,,N,,Y,,,,N,N,977714,172199,,PBBS,BROOKLYN,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,WHITE HISPANIC,,,XXX,ZZZ,XXX,,68,I,,65 STREET && 3 AVENUE,,65 STREET,N,,,,N
3/23/2018,16:37:00,2018,March,Friday,Based on Radio Run,APP,POF,70,SGT,70,N,O,P,PSB,1,PETIT LARCENY,10,Y,,N,Y,PETIT LARCENY,N,,Y,,,,N,N,998825,169789,,PBBS,BROOKLYN,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,"NERVOUS, SAT ON THE FLOOR, SCREAMING",,FEMALE,BLACK,5.3,180,HEA,BRO,BLK,"GREEN LEGGINGS, BLACK JACKET, BROWN BOOTS",70,B,,1559 FLATBUSH AVENUE,,FLATBUSH AVENUE,N,,,,N
3/23/2018,21:04:00,2018,March,Friday,Based on Self Initiated,APP,POM,71,SGT,71,Y,,,,2,CPW,8,Y,,N,N,,N,,N,,S,,Y,N,999484,178801,,PBBS,BROOKLYN,,,,,Y,,,,,,,,,,,,Y,,,,,,,,DE,NERVOUS,27,MALE,BLACK,5.1,175,MED,BRO,BLK,,71,D,,WINTHROP STREET && BROOKLYN AVENUE,,WINTHROP STREET,N,,,,N
3/23/2018,17:39:00,2018,March,Friday,Based on Radio Run,APP,POM,76,SGT,76,Y,O,,,1,ASSAULT,10,Y,,Y,N,,N,,Y,,,,N,N,984148,187153,,PBBS,BROOKLYN,,,,,Y,,,,,,,,Y,,,,,,,,,,,,DE,CALM BUT OUT OF BREATH.,15,MALE,BLACK,5.5,150,MED,BRO,BLK,,76,A,,17 2 PLACE,,2 PLACE,N,,,,N
3/23/2018,17:39:00,2018,March,Friday,Based on Radio Run,APP,POM,76,SGT,76,Y,O,,,1,ASSAULT,10,Y,,Y,N,,N,,Y,,,,N,N,984148,187153,,PBBS,BROOKLYN,,,,,Y,,,,,,,,Y,,,,,,,,,,,,DE,CALM,15,MALE,WHITE,5.3,130,THN,BRO,BLN,,76,A,,17 2 PLACE,,2 PLACE,N,,,,N
3/23/2018,17:39:00,2018,March,Friday,Based on Radio Run,APP,POM,76,SGT,76,Y,O,,,1,ASSAULT,10,Y,,Y,N,,N,,Y,,,,N,N,984148,187153,,PBBS,BROOKLYN,,,,,Y,,,,,,,,Y,,,,,,,,,,,,DE,CALM,15,MALE,BLACK,5.6,175,HEA,BRO,BLK,,76,A,,17 2 PLACE,,2 PLACE,N,,,,N
3/23/2018,22:25:00,2018,March,Friday,Based on Self Initiated,APP,DTS,187,SGT,187,Y,O,,,1,CPW,1,Y,,Y,Y,CPW,N,,N,,S,V,Y,Y,1004196,183865,,PBBN,BROOKLYN,,,,,,,Y,,,,,Y,,,,,,,,,,Y,,,DE,NERVOUS,23,MALE,BLACK,5.8,170,MED,BRO,BLK,,77,D,,ROCHESTER AVENUE && STERLING PLACE,,ROCHESTER AVENUE,N,Y,,,Y
3/23/2018,22:25:00,2018,March,Friday,Based on Self Initiated,APP,DTS,187,SGT,187,Y,O,,,1,CPW,1,Y,,Y,Y,CPW,N,,N,,S,V,Y,Y,1004196,183865,,PBBN,BROOKLYN,,,,,,,Y,,,,,Y,,,,,,,,,,Y,,,DE,NERVOUS,20,MALE,BLACK,5.8,150,THN,BRO,BLK,NECK TATTOO,77,D,,ROCHESTER AVENUE && STERLING PLACE,,ROCHESTER AVENUE,N,Y,,,Y
3/23/2018,2:00:00,2018,March,Friday,Based on Self Initiated,APP,DTS,83,SGT,83,Y,O,P,PSB,1,GRAND LARCENY AUTO,10,Y,,Y,N,,N,,Y,,,,N,N,1002760,193531,,PBBN,BROOKLYN,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,ANNOYED,,MALE,WHITE,5.8,250,HEA,ZZZ,BLK,,83,C,,TROUTMAN STREET && BUSHWICK AVENUE,,TROUTMAN STREET,N,,,,N
3/23/2018,2:00:00,2018,March,Friday,Based on Self Initiated,APP,DTS,83,SGT,83,Y,O,P,PSB,1,GRAND LARCENY AUTO,10,Y,,Y,N,,N,,Y,,,,N,N,1002760,193531,,PBBN,BROOKLYN,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,FINE,41,FEMALE,BLACK,5.1,110,THN,ZZZ,BLK,,83,C,,TROUTMAN STREET && BUSHWICK AVENUE,,TROUTMAN STREET,N,,,,N
3/23/2018,2:00:00,2018,March,Friday,Based on Self Initiated,APP,DTS,83,SGT,83,Y,O,P,PSB,1,GRAND LARCENY AUTO,10,Y,,Y,N,,N,,Y,,,,N,N,1002760,193531,,PBBN,BROOKLYN,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,FINE,30,MALE,WHITE,5.1,195,MED,ZZZ,BLK,,83,C,,TROUTMAN STREET && BUSHWICK AVENUE,,TROUTMAN STREET,N,,,,N
3/23/2018,21:19:00,2018,March,Friday,Based on Self Initiated,APP,POM,83,SGT,83,Y,,P,PSB,3,CPW,5,Y,,N,N,,Y,DISORDERLY CONDUCT,N,,S,,Y,Y,1009125,191378,,PBBN,BROOKLYN,,Y,Y,,,,Y,,,,,Y,,,,,,,,,Y,,,,DE,CO,21,MALE,WHITE HISPANIC,6,180,THN,BRO,BRO,,83,A,,WEIRFIELD STREET && WILSON AVENUE,,WEIRFIELD STREET,N,,,,N
3/23/2018,8:32:00,2018,March,Friday,Based on Self Initiated,APP,POF,869,SGT,869,Y,S,T,Transit,30,OTHER,5,Y,,N,N,,N,,Y,,,,N,N,990146,188389,,PBBN,BROOKLYN,,,,,Y,,,,,,,,,,,,Y,,,,,,,,DE,CALM,45,FEMALE,BLACK HISPANIC,5.5,160,MED,BRO,BRO,,84,D,,PACIFIC STREET && 4 AVENUE,,PACIFIC STREET,N,,,,N
3/23/2018,18:51:00,2018,March,Friday,Based on Radio Run,APP,POM,84,SGT,84,Y,O,,,1,PETIT LARCENY,14,Y,,N,N,,N,,N,,S,V,N,N,989483,188727,,PBBN,BROOKLYN,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,CALM,,MALE,BLACK,5.7,140,THN,BRO,BLK,"BLK JEANS, BLK JACKET, PINK DURAG",84,D,,3 AVENUE && PACIFIC STREET,,3 AVENUE,N,,,,N
3/23/2018,14:35:00,2018,March,Friday,Based on Radio Run,APP,POM,90,SGT,90,Y,,,,0,PETIT LARCENY,13,Y,,N,N,,N,,Y,,,,N,N,996177,195428,,PBBN,BROOKLYN,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,COMPLIANT,26,FEMALE,WHITE,5.6,140,HEA,BRO,BRO,,90,B,,LEE AVENUE && PENN STREET,,LEE AVENUE,N,,,,N
3/23/2018,16:18:00,2018,March,Friday,Based on Self Initiated,APP,POF,90,SGT,90,Y,O,P,PSB,5,GRAND LARCENY,10,Y,,Y,N,,N,,N,,S,,N,N,997317,197920,,PBBN,BROOKLYN,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,NORMAL,17,MALE,WHITE HISPANIC,6,160,THN,GRN,BRO,,90,A,,367 SOUTH 2 STREET,,SOUTH 2 STREET,N,,,,N
3/23/2018,16:18:00,2018,March,Friday,Based on Self Initiated,APP,POF,90,SGT,90,Y,I,P,PSB,5,GRAND LARCENY,10,Y,,Y,N,,N,,N,,S,,N,N,997268,197943,,PBBN,BROOKLYN,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,NORMAL,17,MALE,BLACK HISPANIC,5.2,275,HEA,BRO,BLK,,90,A,,361 SOUTH 2 STREET,,SOUTH 2 STREET,N,,,,N
3/23/2018,20:00:00,2018,March,Friday,Based on C/W on Scene,APP,POM,103,SGT,103,Y,,P,PSB,0,ROBBERY,5,Y,,Y,N,,N,,Y,,,,Y,N,1039083,196826,,PBQS,QUEENS,,,,,,,Y,,Y,,,Y,Y,,,Y,,Y,,,,,,,DE,CALM,17,MALE,BLACK,5.1,160,MED,BRO,BLK,"BLUE JACKET, GREY SWEATPANTS",103,A,,88 AVENUE && PARSONS BOULEVARD,,88 AVENUE,N,,,,N
3/23/2018,20:00:00,2018,March,Friday,Based on C/W on Scene,APP,POM,103,SGT,103,Y,,,,0,ROBBERY,5,Y,,Y,N,,N,,Y,,,,Y,N,1039083,196826,,PBQS,QUEENS,,,,,,,Y,,Y,,,Y,Y,,,Y,,Y,,,,,,,DE,CALM,18,MALE,BLACK,5.1,160,MED,BRO,BLK,"BLACK JACKET, BLACK JEANS",103,A,,88 AVENUE && PARSONS BOULEVARD,,88 AVENUE,N,,,,N
3/23/2018,10:04:00,2018,March,Friday,Based on C/W on Scene,APP,POM,104,SGT,104,Y,O,,,1,CPW,5,Y,,N,N,,N,,Y,,,,Y,N,1009079,197753,,PBQN,QUEENS,,Y,,,,,,,Y,,,Y,Y,,,,,Y,,Y,,,,,DE,COMPLIANT,17,MALE,WHITE HISPANIC,5.8,160,THN,ZZZ,BLK,,104,F,,FAIRVIEW AVENUE && HIMROD STREET,,FAIRVIEW AVENUE,N,,,,N
3/23/2018,13:14:00,2018,March,Friday,Based on C/W on Scene,APP,POM,105,SGT,105,Y,,,,0,CPW,1,Y,,Y,N,,N,,Y,,,,N,Y,1055715,194285,,PBQS,QUEENS,,,,,,,Y,,,,,Y,Y,,,,,Y,,Y,,,,,DE,"CALM, COOPERATIVE, CONTENT.",40,MALE,BLACK,5.11,200,HEA,BRO,XXX,,105,H,,SPRINGFIELD BOULEVARD && 115 ROAD,,SPRINGFIELD BOULEVARD,N,,,,N
3/23/2018,13:15:00,2018,March,Friday,Based on C/W on Scene,APP,POM,105,SGT,105,Y,,,,2,CPW,3,Y,,N,N,,N,,Y,,,,Y,N,1055715,194285,,PBQS,QUEENS,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,ANGRY,48,FEMALE,BLACK,5.6,195,HEA,BRO,BLK,,105,H,,SPRINGFIELD BOULEVARD && 115 ROAD,,SPRINGFIELD BOULEVARD,N,,,,N
